,interest,country_code,citizenship,gender,is_denominator,language,languages,max_age,min_age,scholarity,audience,age_range
22877,obesity,SO,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,900,18-24.0
22878,obesity,TN,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,4350,18-24.0
22879,obesity,AE,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,47500,18-24.0
22880,obesity,YE,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,295,18-24.0
22881,obesity,PS,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,325,18-24.0
22882,obesity,DZ,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,2600,18-24.0
22884,obesity,EG,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,1800,18-24.0
22885,obesity,IQ,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,1100,18-24.0
22886,obesity,JO,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,215,18-24.0
22887,obesity,KW,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,90,18-24.0
22888,obesity,LB,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,320,18-24.0
22889,obesity,LY,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,270,18-24.0
22890,obesity,MA,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,4550,18-24.0
22891,obesity,OM,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,90,18-24.0
22892,obesity,QA,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,135,18-24.0
22893,obesity,SA,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,950,18-24.0
22894,obesity,SO,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,25,18-24.0
22895,obesity,TN,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,1750,18-24.0
22896,obesity,AE,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,1200,18-24.0
22897,obesity,YE,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,20,18-24.0
22898,obesity,PS,Expats,Male,False,European,NOTSELECTED,24.0,18,ND,25,18-24.0
22899,obesity,DZ,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,115,18-24.0
22901,obesity,EG,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,280,18-24.0
22902,obesity,IQ,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,1100,18-24.0
22903,obesity,JO,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,175,18-24.0
22904,obesity,KW,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,1300,18-24.0
22905,obesity,LB,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,285,18-24.0
22906,obesity,LY,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,365,18-24.0
22907,obesity,MA,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,270,18-24.0
22908,obesity,OM,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,3200,18-24.0
22909,obesity,QA,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,6500,18-24.0
22910,obesity,SA,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,20500,18-24.0
22911,obesity,SO,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,15,18-24.0
22912,obesity,TN,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,25,18-24.0
22913,obesity,AE,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,30500,18-24.0
22914,obesity,YE,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,25,18-24.0
22915,obesity,PS,Expats,Male,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
22916,obesity,DZ,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,700,18-24.0
22918,obesity,EG,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,500,18-24.0
22919,obesity,IQ,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,850,18-24.0
22920,obesity,JO,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,160,18-24.0
22921,obesity,KW,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,280,18-24.0
22922,obesity,LB,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,225,18-24.0
22923,obesity,LY,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,150,18-24.0
22924,obesity,MA,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,1700,18-24.0
22925,obesity,OM,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,470,18-24.0
22926,obesity,QA,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,1200,18-24.0
22927,obesity,SA,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,4950,18-24.0
22928,obesity,SO,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,190,18-24.0
22929,obesity,TN,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,700,18-24.0
22930,obesity,AE,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,7500,18-24.0
22931,obesity,YE,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,35,18-24.0
22932,obesity,PS,Expats,Male,False,English,NOTSELECTED,24.0,18,ND,0,18-24.0
22950,obesity,DZ,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,25500,18-24.0
22952,obesity,EG,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,130000,18-24.0
22953,obesity,IQ,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,65000,18-24.0
22954,obesity,JO,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,18500,18-24.0
22955,obesity,KW,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,750,18-24.0
22956,obesity,LB,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,6500,18-24.0
22957,obesity,LY,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,8000,18-24.0
22958,obesity,MA,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,31500,18-24.0
22959,obesity,OM,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,600,18-24.0
22960,obesity,QA,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,700,18-24.0
22961,obesity,SA,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,7500,18-24.0
22962,obesity,SO,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,405,18-24.0
22963,obesity,TN,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,15000,18-24.0
22964,obesity,AE,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,4650,18-24.0
22965,obesity,YE,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,2450,18-24.0
22966,obesity,PS,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,HS,2950,18-24.0
22967,obesity,DZ,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,4800,18-24.0
22969,obesity,EG,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,65000,18-24.0
22970,obesity,IQ,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,16500,18-24.0
22971,obesity,JO,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,8500,18-24.0
22972,obesity,KW,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,1000,18-24.0
22973,obesity,LB,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,5500,18-24.0
22974,obesity,LY,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,2000,18-24.0
22975,obesity,MA,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,9000,18-24.0
22976,obesity,OM,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,800,18-24.0
22977,obesity,QA,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,2650,18-24.0
22978,obesity,SA,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,7500,18-24.0
22979,obesity,SO,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,550,18-24.0
22980,obesity,TN,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,5500,18-24.0
22981,obesity,AE,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,22000,18-24.0
22982,obesity,YE,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,550,18-24.0
22983,obesity,PS,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,950,18-24.0
22984,obesity,DZ,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,1100,18-24.0
22986,obesity,EG,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,7000,18-24.0
22987,obesity,IQ,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,415,18-24.0
22988,obesity,JO,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,425,18-24.0
22989,obesity,KW,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,40,18-24.0
22990,obesity,LB,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,350,18-24.0
22991,obesity,LY,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,125,18-24.0
22992,obesity,MA,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,2450,18-24.0
22993,obesity,OM,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,0,18-24.0
22994,obesity,QA,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,75,18-24.0
22995,obesity,SA,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,225,18-24.0
22996,obesity,SO,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,20,18-24.0
22997,obesity,TN,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,2050,18-24.0
22998,obesity,AE,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,900,18-24.0
22999,obesity,YE,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,35,18-24.0
23000,obesity,PS,Expats,Male,False,European,NOTSELECTED,24.0,18,HS,45,18-24.0
23001,obesity,DZ,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,45,18-24.0
23003,obesity,EG,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,235,18-24.0
23004,obesity,IQ,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,205,18-24.0
23005,obesity,JO,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,75,18-24.0
23006,obesity,KW,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,410,18-24.0
23007,obesity,LB,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,85,18-24.0
23008,obesity,LY,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,80,18-24.0
23009,obesity,MA,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,40,18-24.0
23010,obesity,OM,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,550,18-24.0
23011,obesity,QA,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,1650,18-24.0
23012,obesity,SA,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,3650,18-24.0
23013,obesity,SO,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
23014,obesity,TN,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,25,18-24.0
23015,obesity,AE,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,11500,18-24.0
23016,obesity,YE,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
23017,obesity,PS,Expats,Male,False,Indian,NOTSELECTED,24.0,18,HS,0,18-24.0
23018,obesity,DZ,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,215,18-24.0
23020,obesity,EG,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,455,18-24.0
23021,obesity,IQ,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,310,18-24.0
23022,obesity,JO,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,140,18-24.0
23023,obesity,KW,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,120,18-24.0
23024,obesity,LB,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,125,18-24.0
23025,obesity,LY,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,35,18-24.0
23026,obesity,MA,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,430,18-24.0
23027,obesity,OM,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,135,18-24.0
23028,obesity,QA,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,750,18-24.0
23029,obesity,SA,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,1600,18-24.0
23030,obesity,SO,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,265,18-24.0
23031,obesity,TN,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,495,18-24.0
23032,obesity,AE,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,5500,18-24.0
23033,obesity,YE,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,30,18-24.0
23034,obesity,PS,Expats,Male,False,English,NOTSELECTED,24.0,18,HS,0,18-24.0
23052,obesity,DZ,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,60000,18-24.0
23054,obesity,EG,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,200000,18-24.0
23055,obesity,IQ,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,105000,18-24.0
23056,obesity,JO,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,23500,18-24.0
23057,obesity,KW,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,1450,18-24.0
23058,obesity,LB,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,8500,18-24.0
23059,obesity,LY,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,15500,18-24.0
23060,obesity,MA,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,75000,18-24.0
23061,obesity,OM,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,1100,18-24.0
23062,obesity,QA,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,1500,18-24.0
23063,obesity,SA,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,15000,18-24.0
23064,obesity,SO,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,1050,18-24.0
23065,obesity,TN,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,32500,18-24.0
23066,obesity,AE,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,8000,18-24.0
23067,obesity,YE,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,3950,18-24.0
23068,obesity,PS,Expats,Male,False,Arabic,NOTSELECTED,24.0,18,GRAD,4300,18-24.0
23069,obesity,DZ,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,11000,18-24.0
23071,obesity,EG,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,90000,18-24.0
23072,obesity,IQ,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,22500,18-24.0
23073,obesity,JO,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,8500,18-24.0
23074,obesity,KW,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,2000,18-24.0
23075,obesity,LB,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,7500,18-24.0
23076,obesity,LY,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,3200,18-24.0
23077,obesity,MA,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,21500,18-24.0
23078,obesity,OM,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,2150,18-24.0
23079,obesity,QA,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,7500,18-24.0
23080,obesity,SA,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,19000,18-24.0
23081,obesity,SO,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,1550,18-24.0
23082,obesity,TN,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,12500,18-24.0
23083,obesity,AE,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,60000,18-24.0
23084,obesity,YE,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,650,18-24.0
23085,obesity,PS,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,1200,18-24.0
23086,obesity,DZ,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,3000,18-24.0
23088,obesity,EG,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,9000,18-24.0
23089,obesity,IQ,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,750,18-24.0
23090,obesity,JO,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,500,18-24.0
23091,obesity,KW,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,80,18-24.0
23092,obesity,LB,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,390,18-24.0
23093,obesity,LY,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,255,18-24.0
23094,obesity,MA,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,6000,18-24.0
23095,obesity,OM,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,50,18-24.0
23096,obesity,QA,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,225,18-24.0
23097,obesity,SA,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,650,18-24.0
23098,obesity,SO,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,75,18-24.0
23099,obesity,TN,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,5500,18-24.0
23100,obesity,AE,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,1850,18-24.0
23101,obesity,YE,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,45,18-24.0
23102,obesity,PS,Expats,Male,False,European,NOTSELECTED,24.0,18,GRAD,75,18-24.0
23103,obesity,DZ,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,120,18-24.0
23105,obesity,EG,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,390,18-24.0
23106,obesity,IQ,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,480,18-24.0
23107,obesity,JO,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,135,18-24.0
23108,obesity,KW,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,900,18-24.0
23109,obesity,LB,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,225,18-24.0
23110,obesity,LY,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,145,18-24.0
23111,obesity,MA,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,150,18-24.0
23112,obesity,OM,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,1450,18-24.0
23113,obesity,QA,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,5500,18-24.0
23114,obesity,SA,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,11000,18-24.0
23115,obesity,SO,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24.0
23116,obesity,TN,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,65,18-24.0
23117,obesity,AE,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,34500,18-24.0
23118,obesity,YE,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24.0
23119,obesity,PS,Expats,Male,False,Indian,NOTSELECTED,24.0,18,GRAD,0,18-24.0
23120,obesity,DZ,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,410,18-24.0
23122,obesity,EG,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,650,18-24.0
23123,obesity,IQ,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,385,18-24.0
23124,obesity,JO,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,150,18-24.0
23125,obesity,KW,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,365,18-24.0
23126,obesity,LB,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,185,18-24.0
23127,obesity,LY,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,15,18-24.0
23128,obesity,MA,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,1100,18-24.0
23129,obesity,OM,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,470,18-24.0
23130,obesity,QA,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,2350,18-24.0
23131,obesity,SA,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,5000,18-24.0
23132,obesity,SO,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,650,18-24.0
23133,obesity,TN,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,900,18-24.0
23134,obesity,AE,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,19000,18-24.0
23135,obesity,YE,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,20,18-24.0
23136,obesity,PS,Expats,Male,False,English,NOTSELECTED,24.0,18,GRAD,0,18-24.0
23664,obesity,DZ,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,50000,18-24.0
23666,obesity,EG,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,125000,18-24.0
23667,obesity,IQ,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,45000,18-24.0
23668,obesity,JO,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,22000,18-24.0
23669,obesity,KW,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,800,18-24.0
23670,obesity,LB,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,11000,18-24.0
23671,obesity,LY,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,14500,18-24.0
23672,obesity,MA,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,55000,18-24.0
23673,obesity,OM,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,300,18-24.0
23674,obesity,QA,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,495,18-24.0
23675,obesity,SA,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,7500,18-24.0
23676,obesity,SO,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,750,18-24.0
23677,obesity,TN,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,21500,18-24.0
23678,obesity,AE,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,4650,18-24.0
23679,obesity,YE,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,1300,18-24.0
23680,obesity,PS,Expats,Female,False,Arabic,NOTSELECTED,24.0,18,ND,3850,18-24.0
23681,obesity,DZ,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,3650,18-24.0
23683,obesity,EG,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,23000,18-24.0
23684,obesity,IQ,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,8000,18-24.0
23685,obesity,JO,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,4350,18-24.0
23686,obesity,KW,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,1350,18-24.0
23687,obesity,LB,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,9500,18-24.0
23688,obesity,LY,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,1700,18-24.0
23689,obesity,MA,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,6500,18-24.0
23690,obesity,OM,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,950,18-24.0
23691,obesity,QA,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,1750,18-24.0
23692,obesity,SA,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,10000,18-24.0
23693,obesity,SO,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,2450,18-24.0
23694,obesity,TN,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,3950,18-24.0
23695,obesity,AE,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,16500,18-24.0
23696,obesity,YE,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,260,18-24.0
23697,obesity,PS,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,450,18-24.0
23698,obesity,DZ,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,900,18-24.0
23700,obesity,EG,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,1200,18-24.0
23701,obesity,IQ,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,250,18-24.0
23702,obesity,JO,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,70,18-24.0
23703,obesity,KW,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,15,18-24.0
23704,obesity,LB,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,250,18-24.0
23705,obesity,LY,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,90,18-24.0
23706,obesity,MA,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,1850,18-24.0
23707,obesity,OM,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,25,18-24.0
23708,obesity,QA,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,45,18-24.0
23709,obesity,SA,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,305,18-24.0
23710,obesity,SO,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,50,18-24.0
23711,obesity,TN,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,1450,18-24.0
23712,obesity,AE,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,500,18-24.0
23713,obesity,YE,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,0,18-24.0
23714,obesity,PS,Expats,Female,False,European,NOTSELECTED,24.0,18,ND,0,18-24.0
23715,obesity,DZ,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,90,18-24.0
23717,obesity,EG,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,150,18-24.0
23718,obesity,IQ,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,240,18-24.0
23719,obesity,JO,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,250,18-24.0
23720,obesity,KW,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,280,18-24.0
23721,obesity,LB,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,90,18-24.0
23722,obesity,LY,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,95,18-24.0
23723,obesity,MA,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,50,18-24.0
23724,obesity,OM,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,500,18-24.0
23725,obesity,QA,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,800,18-24.0
23726,obesity,SA,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,2950,18-24.0
23727,obesity,SO,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,15,18-24.0
23728,obesity,TN,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,45,18-24.0
23729,obesity,AE,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,4650,18-24.0
23730,obesity,YE,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
23731,obesity,PS,Expats,Female,False,Indian,NOTSELECTED,24.0,18,ND,0,18-24.0
23732,obesity,DZ,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,270,18-24.0
23734,obesity,EG,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,245,18-24.0
23735,obesity,IQ,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,260,18-24.0
23736,obesity,JO,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,160,18-24.0
23737,obesity,KW,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,415,18-24.0
23738,obesity,LB,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,485,18-24.0
23739,obesity,LY,Expats,Female,False,English,NOTSELECTED,24.0,18,ND,70,18-24.0
